id	text	class_label
8790	চাঁদপুর থেকে ঢাকায় এসেছি, আমার কাছে কিচু মালামাল ছিল অন্য মানুষের বিদেশে আসবো বলে মানুষ দিয়ে ছিল, লঞ্চ থেকে সবায় নামার পরে আমি নামতে গেলাম কারন আমার হাতে মালামাল ছিল কিন্তু নামতে পারলাম না, আমাকে হলুদ বাহিনি আটকাই, বলে ঘাটের টাকা দিতে হবে তখন আমি ৫০ টাকা দেওয়ার জন্য রাজি হলাম কিন্তু তারা নেয় না, বলে ১০০০ টাকা দিতে হবে, পরে আমি লঞ্চের টিকেট মাস্টারকে বল্লাম উনি বলে আমি কিছু জানিনা,	Neutral
26517	"""পটাকা"" শব্দটি কি জিনিস?"	Neutral
25090	একটা কুত্তা, দুটি কুত্তির ঘেউ ঘেউ , একটা টকশো নাকি কুত্তা- কুত্তির ঘেউ ঘেউ |	Negative
11637	আমরা মায়ের মুক্তি চাই	Positive
16259	মনে থাকবে কোনো এক বৈশাখের কথা	Positive
18868	এসব নাটক না করে, আশাফুলকে তাড়াতাড়ি দলে পেরানো হক	Neutral
28381	বঙ্গবন্ধুর চামড়া দিয়ে ঢুগডুগি খেলবে বলে,আজ মুক্তিযুদ্ধেরর ছবক দেয়	Negative
28405	ঔ মতিয়া তুর বিচার ও বাংলার জমিনে হবে ইনশা আল্লাহু	Negative
11123	টক শো এর সময় আরো বাড়ানো দরকার	Neutral
27758	Mokbul Kuwait ভাই এইটার মধ্যে কি শেখ হাসিনা আছে না কি?	Neutral
14929	কুত্তালীপ ছাড় নাহলে দেশ ছাড়	Negative
5293	এটা কোন মিল হইলো পালতু	Neutral
25807	Shareef Sabir তোরে যে কি বলব আবাল কোথাকার	Negative
19058	আমরা সবাই আশরাফুলকে চাই	Neutral
26130	শরিফ অাহম্মেদ অভি তুই প্রথমে বাংলা ভাসা শেখ	Negative
25564	পাগল তোকে টিউলিপ জুতা টানতে ও রাখেনা বেয়াদব তুই কিসের সা;বাদিক তুই তো মিরপুর আকাম করতেগিয়ে দোউরে পালাইছিলি তোর মত বন্ড বিএনপি জামাতে আরও দরকার তোর খুনি জিয়াকে জাতির পিতা চাকরি দিয়েছে বেতন দিয়েছে জিয়া জাতির পিতাকে ছেলুট দিয়েছে	Negative
25508	The Undertaker অারে ওই শুয়োরের বাচ্চা তুই তুই কিসের ছেলে পতিতার ছেলে নাকি মা বোন কুন পতিতালয়ে পতিতালয়ে না কি অন্ন কুতাই তুর মা বোনকে গিয়ে চুদ. অার না পারলে অামার কাছে পাটাই অাছে.	Negative
26311	সত্যি আপনি মহা নায়ক	Positive
26129	শরিফ অাহম্মেদ অভি haram jada ovi tuio acta nasti tora zobi kora tuchite	Negative
21527	নিন্দুক রবীন্দ্রনাথ ঠাকুর নিন্দুকেরে বাসি আমি সবার চেয়ে ভাল, যুগ জনমের বন্ধু আমার আঁধার ঘরের আঁলো। সবাই মোরে ছাড়তে পারে, বন্ধু যারা আছে, নিন্দুক সে ছায়ার মত থাকবে পাছে পাছে। বিশ্বজনে নিঃস্ব করে পবিত্রতা আনে, সাধক জনে নিস্তারিতে তার মত কে জানে? বিনামূল্যে ময়লা ধুয়ে করে পরিষ্কার, বিশ্বমাঝে এমন দয়াল মিলবে কোথা আর? নিন্দুকে সে বেঁচে থাকুক বিশ্ব হিতের তরে; আমার আশা পূর্ণ হবে তাহার কৃপা ভরে।	Neutral
4168	Ending টা এমন না হলে নাটকের সৌন্দর্য আরো ১০ গুণ বেড়ে যেতো।কিন্তু কারো জীবনে হয়তো এমন ঘটনা ঘটেছে বলেই হয়তো শেষ টা এমন হইছে,,,তাই হয়তো নাটকের স্ক্রিপ্ট টা এমন ছিলো	Positive
14576	নাহিদ কাক্কু	Neutral
14680	সালা তুই নিজে কতদুর শিক্ষিত???	Negative
18978	দোয়া করি আশরাফুল ফিরে আসুক জাতীয় দলে	Neutral
4702	অনেক বেশী ভালো লাগলো, অনেক ভালো হচ্ছে কাজগুলো, প্রানবন্ত ও স্বতঃস্ফূর্ত,,,,,,,,,এক কথায় অসাধারণ	Positive
6773	এক মুঠো রোদ আকাশ ভরা তারা ভিজে মাটিতে জলের নকশা করা মন কে শুধু পাগল করে	Neutral
20206	Arman Rahman তোর মা international rendy তোদের মীরজাফরের বংশ কাটা বিচি নিয়ে বেশি বাল ছিড়িস না দেখলি তো কি অবস্থা হয়েছে	Negative
26477	এই কাজ অন্যদেশের কেউ করলে সবাই তালি বাজাতো আর এখানে ডিসলাইক দিচ্ছে!!!! বাহ বাঙালি!!! এত ভাল কাজের পরও আরও মজা কর আর নিজেদের ছোট কর!!! হায়রে বাঙালি!!! নুসরাত পশ্চিমবঙ্গ এর হলেই ভাল হত। আমরা না নিজে করতে না পারি কারো উতসাহ হতে! লজ্জা লাগছে আজ	Neutral
25274	মুফতি শাখাওয়াত একাই অনেক ভাল লড়েছেন। আরে ভাই মিডিয়া যাই প্রকাশ করুক না কেন,সাধারন মানুষ কার পাশে সেটা আমরা সবাই জানি।মন্তব্যগুলো দেখলেও বুঝা যায়। আল্লাহ-আকবার	Neutral
8711	আমি অনেক দিন দেখি তালাস	Neutral
4502	শেষে মরে যাওয়ার সিনটা না করলেও হতো,,দুজনের মিল হলেই বেটার হতো	Neutral
25415	হায়রে মোছোলমান	Negative
15187	কয় এই পেশাতে আছে ভাই	Neutral
26377	আমি ইলিয়াস কাঞ্চন ভাই এর সাথে আছি ।	Neutral
6639	অসাধারন একটি গান।যত বার শুনি ততবারই মনে হয় প্রথম বার শুনছি।	Positive
25092	ইমরাণ নাটকির পুলারে জুতা মার. র্মুখের বাচ্চা রাজাকরের বংশ	Negative
28219	বঙ্গবন্ধু-১ স্যাটেলাইট ভারতের মনভাব কি?তাহারা ভাল চোখে দেখছেন কিনা?কারন দেশের সরকার ভারতের কথাতে চলতে পছন্দ করেন।শেখ হাসিনা ভারতের চোখের কাটা হবেনাতো?	Negative
26770	maruf s একমত ✌	Neutral
28314	মতিয়ার মুখে জুতা মারবো জনোগন	Negative
5779	ভাল লাগার একটি নাটক।।।	Positive
11074	সুমী হালী কয় কি কয় টাকা খাই ছে	Negative
26348	নায়কতো নায়কি,,,, সাকিব খান মারকা নায়কনা,, এটা ইলিয়াস	Neutral
26411	ধন্যবাদ ইলিয়াচ কানচন ভাই	Positive
20633	বেশ্যা মাগির পোশাকের এই অবস্থা কেন ।ওর চেয়ে তো পতিতাগুলো অনেক ভালো।	Negative
4848	অ আচ্ছা	Neutral
2615	কিরে ভাই নতুন ভিডিও	Neutral
27932	ভাই মিডিয়া যদি নিউজ গুলা প্রচার না করে তাহলে আপনি কেমনে পাইলেন এইসব তথ্য? এইডা আবার বলিয়েন নাহ যে স্বপ্নে পাইছেন।	Negative
5801	অসাধারণ।	Positive
24624	৬২ হাজার ফলস মুক্তিযোদ্ধায় ভরেগেছে	Negative
25037	চার ছাগলের সাথে কিসের কথা	Negative
11266	প্রতিবন্দীদের জন্য ১%-জেলা+ নারী কোটা -২০% ।অাহারে কী সিস্টেম ??	Negative
4285	ভাবতেও পারিনি যে ফিনিশিংটা এরকম হবে। অসাধারণ লাগলো	Positive
27938	পৃথিবীর বুকে একমাত্র দেশ যে স্বদেশ প্রতিনিয়ত সমালোচনার নিজ ভূমির মানুষই দেশের উন্নয়নের নেতিমূলক সমালোচনা ধিক্কার জানাই এইসব অপরাজনীতির	Neutral
9391	ফেসবুক নিয়ে আরও পর্ব প্রচারিত হোক।	Neutral
18953	কেন জাতীয় দলে ফেরানো হচ্ছে না আশরাফুলকে?	Negative
28147	এই ভাবে তো গরিব আরো গরিব হবে আার ভরলোক ও গরিব হয়ে	Negative
8385	ATC Android ToTo Company তুষার ভাই এর আরো রিভিউ চাই।	Neutral
27127	খানকি মাগি	Negative
22706	ভাব খানা এমন নিলা যে ঠাকুর ঘরে কেরে আমি কলা খায় না।হালা ফহিন্নর পুত তুই মনে হয় ধোয়া তুলসি পাতা। দেখা দেখি করে লেখাও নকল। তাই এমন কেও নাই যে দেখা দেখি করে লেখেনাই।	Negative
15109	কিছু হলে জামাত শিবির,দুনিয়াতে মিথ্যা বলে পার পাবি কিন্তু আখারাতে কি করবি, কে মারছে সবাই দেখছে। এরা সবাই বিঈয়াদপ, আমার মনে হয় না এরা ভাল ছাত্র।	Negative
22655	সালাম কাদের সাহেব	Neutral
18119	ভাই এইটা বুঝেন না কেন মুস্তাফিজের বেল চলে গেছে আর কত স্লু বল ভাই, বলে কোন বেরিয়েশন নাই খালি স্লু ডেলিভারি দেয়, যে কোন ব্যাটসম্যান যদি তার ওভারটা পুরো খেলে তাহলে ২টা বাউন্ডারি মারা কোন ব্যাপার নই কারণ তার বলে কোন বেরিয়েশন নাই,	Negative
25027	তিনটি কুতা চিলাচিলি করে বেসি। একটু থামান পিলিচ।এখানে টকসো হয়।রামরাম পুজো হয়না।তোর মায়রে চুদা তুই জরমো নিছোচ।মাদার চোদ।রাম চোদ রাম কম কর।তুই মরলে মনদিরে তোরে পোরানো হবে।মোললা দিয়ে জানাজা হবেনা	Negative
11153	সুমি মাগির বাচ্চা আসলে মাগি হয়ে জন্মেছে	Negative
14286	খালেদা জেলে, আর কুলাংগার তারেক বিদেশে ইহুদী নিয়ে ফুর্তি করছে। সালা আই এস জংগী,। দেশ বিরধী শয়তান। প্রতিটা বদ বুদ্ধী তার মাথায়।	Negative
26658	Thanks to all >>200k dislike! over অভিনন্দন সবাইকে! এই অর্জন শুধু আপনার একার নয়, এই অর্জন বিশ্বে প্রতিটি মানুষের। অনেক হাড়ভাংগা পরিশ্রম করেছেন, এখন শুধু বিজয়কে বরণ করার পালা।	Negative
28395	আওয়ামিলীগ মুক্তি যোদ্ধের কোন ভুমিকাই নেই তবুও আজ মুক্তি যোদ্ধ নিয়ে গেউ গেউ করে এতে হাসি পায় লজ্জাও লাগেনা?	Negative
27618	ধন্যবাদ ভাই ❤️	Neutral
25930	এই জাফরকে আমি পেলে একেবারে গুলি করবো,	Negative
26334	লেডি কুকুরের তো কিছু শোনলাম না	Neutral
25207	তাই বলছি ওদের কে আমার আল্লাহ মহান ইচ্ছা করলে এখননি আপনাদের জান বাহির করে নিতে পারে ?? এইযে ভুল তর্ক করতাছেন , তৌবা করে নিন আল্লাহর কাছে	Positive
19939	শালা তুই তাদের দালাল ছিলে না তর দেশের প্রতি বিশাস নেই তুই বাংলাদেশি নয়। তর মত সবাই না কি রাজাকার এর বাচ্চা	Negative
27814	আপনি কি সাটেলাইট সাইন্স নিয়ে পাস?	Neutral
11489	একদম ফালতু একটা টকশো অথিতিরা ও ফালতু উপস্থাপক জগন্য |মিনিমাম কার্টিসিটি নেই |লোকজনকে কথা বলতে দিতে হবে , শমী কায়সার খুব আরোগ্যান্ট -নন সেন্স মহিলা	Negative
25729	জাফর ইকবাল,তুমি মুক্তিযুদ্ধ নিয়া বহুত ব্যবসা করছো।এখন এই ভন্ডামী বন্ধ করো।	Negative
25008	ভাই আপনারা দেখেন মাগি কেমন দেখা যায়,,,,২ টা বাংলার বড় মাগি,,,অনেক মাগির পুলা জন্ম দিসে,,,তার মদ্দে ইমরান হল একটা খানকির পুলা	Negative
26716	CMV এখানে কমেন্ট পরে বুঝতে পারলাম যে Maximum মহান ব্যাক্তিরা বলতেছেন যে বাংলা গানের ঐতিহ্য শেষ করে তো ঐতিহ্য শেষ করে দিছে কোন নাবালেগের বা_____ল ফালান???? এমন কিছু করেন, বিশ্ববাসীকে তাক লাগিয়ে দেন। এমন কিছু Create করেন যাতে পুরো বিশ্ববাসী বাহবা দেয় আপনাকে। কথায় আছে না যে যোগ্যতাহীন ব্যাক্তিদের দাতে বিষ তো বাংলা গানের পেছন মেরে দিছে। আপনি এমন কিছু করে দেখান যাতে বা্ংলা মিডিয়া সর্নসিখরে পৌছতে পারে আর আমরা সেটা দেখতে খুজতেছে তোমাকে। তোমাকেই খুজতেছে	Neutral
27001	গান টি ভাল কিন্তু গানের সাথে পোশাকের সাথে কোনো মিল পাচ্ছি না	Neutral
26579	বালের গান গেয়েছিস মাগীর বাচ্ছা	Negative
4798	মাবরুর রশিদ বান্নার নাটক মানে ই এখন ট্রাজেডি নাটক। এখানে শেষটা এমন না হয়ে, মিল ও হতে পারত। তাহলে হয়ত নাটকটি আরও সুন্দর হত।	Negative
10958	নওফেল মাদারচোদ কোটা নিয়ে রাজনীতি কেন করিস,	Negative
25705	অনেক ভালো লাগলো স্যার। স্যার সাধারণ মানুষ আপনাকে ততটা বুঝে না, যেখানে আমরা আপনান ভালো করে চিনি না। তারপরেও আমি বলবো, আপনি যাদেরকে আপন মনে করেন আসলে তারা আপনার কতটা আপনজন।	Positive
3518	ভাই এই মুবির নাম কি?	Neutral
25918	জ্ঞানের অভাব, পড়া লেখা কম, না জেনে না পড়ে কথা বলে। কুয়ার ব্যাঙ।	Negative
26269	বাপুরে, তুই আগে বাংলাটা ভাল করে শিখে নে।	Neutral
24215	দেশে মানুষ ভাত পায়না বিদেশিরা কুব মজায় আছে	Negative
25413	ভাই গালিগালাজ না করে গঠনগত সমালোচনা করুন।	Negative
18618	খাইছেরে	Negative
7264	মনের সাথে কেনো জানি মিলে যায়	Positive
27698	জয় বাংলা!!	Neutral
6895	কেন জানি না!!!!!!!! গানটা এতো ভালো লাগে। সবসময় শুনতে ভালো লাগে।	Positive
17625	পোলায় ক্লাস সেভেনের পড়াও বোঝেনা।	Negative
22894	Kobi Kaikubed কোনো কিছুই কোন দেবতা নয় আবার সবকিছুই দেবতা ৷	Neutral
28384	পাগোল হয়ে গেছে পাবনায় নেওয়া হক।	Negative
3071	রাহাত ভাই, আপনার এই ইউটিউব লিংকটি BCS এর exam page এ দিয়ে দিলাম। এবং title দিলাম	Neutral
25106	দুংখ জনক হলেও সত্য এই ধরনের তিনজন নাস্তিকের সাথে আরো কয়েকজন নাস্তিকের কারনে বাংলাদেশে এত সমস্যা।	Negative
11393	ভুয়া মুক্তিযোদ্ধার ভুয়া সন্তান	Negative
23255	পদ্দা সেতুর কাজের আগ্রগতি দেখে আমি মুগধ। তাই আগ্রগতি আব্বাহত রাখতে।শেখ হাসিনাকে বার বার ভোট দেওয়া দরকার।	Positive
25549	মাহামুদা মোনাফেন	Neutral
10977	চোরেরা ..	Negative
24696	বিএনপির দালাল	Negative
17848	গান গোল অনেক দারুন	Positive
25460	মাদারির চোদ ইমরান তুর গালে জুতা মারি,	Negative
28214	কুত্তার বাচ্ছার রাজনীতি আমাদের দেশটা ধ্বংশ করে দিচ্ছে। সবই ভাউতাবাজি।	Negative
17563	নাটকের মধ্যে গানটা গাইছে কোন ছাগলের	Negative
20345	তাসকিনের বিকল্প অন্য কাউকে নেওয়া প্রয়োজন ৷	Neutral
27807	আমি মনে করি যে টাকা স্যাটেলায়ি তৈরি করছে টাকা গুলা নষ্ট বাংলাদেশের মানুষ যদি বিড়ি কিনে খেতো টাকা গুলো দিয়ে তাও কাছে আসতো	Neutral
23050	ঐ ঘাসগুলা মনে হয় আপনারে খাওয়াছে মানে যা মাথায় আসে তাই বকে। আর দুবাইয়ে বসবাস করা ৮০% মানুষ আমেরিকা সহ অন্যান্য দেশের	Negative
3218	মুভি টার নাম বলতে পারেন কেউ?	Neutral
8934	তনু হত্যা মামলা টার তো কোনো খবর ই নেই, সবাই ভুলে গেছে, আমি চাচ্ছি তনু হত্যা মামলা নিয়ে একটা পর্ব হোক।	Negative
5310	ডাইরেক্টরদের মাথায় দোষ আছে, নায়ক না মরলে শান্তি নাই তাদের।	Negative
24549	হালার পুত তিমি একটা পাগল	Negative
19248	আমাদের টাইগারেরা যে এতো সুন্দর প্রপেশনাল ফুটবলারদের মত ফুটবল খেলতে পারে তা দেখে আমি বিস্মিত!!!!! খেলাটি পুরো দেখেছি। এক মূহুর্তের জন্যেও মনে হয়নি ক্রিকেটারেরা হাঁপিয়েছেন। বরং এতো সুন্দর স্কিল, ড্রিবলিং, থ্রোয়িং, পাসিং করে খেলেছে যে আমাদের জাতীয় ফুটবল দলের চেয়েও নান্দনিক ফুটবল খেলেছে। সাবাশ টিম টাইগার ক্রিকেটার_	Positive
11499	Md Anam তোর মারও আছে আমার সাথে	Neutral
19184	ক্রিকেট টিম যে এতো ভালো ফুটবল খেলবে আমার জানা ছিল না	Negative
26466	পটাকা আবার কোন ধরনের শব্দ? এইটার মানে কি?	Neutral
27681	অভিনন্দন বাংলাদেশ	Positive
28062	খুদাত্র মানুষের মুখে খাবার জরুরী আর কিছু না।	Neutral
16103	যারা dislike দিছে ওরা সম্ভবত পর্ণমুভি খুজতে	Neutral
